4363,ABCC1,D006331,Heart Diseases
4363,ABCC1,D006973,Hypertension
4363,ABCC1,D010523,Peripheral Nervous System Diseases
1244,ABCC2,D000505,Alopecia
1244,ABCC2,D001172,"Arthritis, Rheumatoid"
1244,ABCC2,D009202,Cardiomyopathies
1244,ABCC2,D056486,Chemical and Drug Induced Liver Injury
1244,ABCC2,D002779,Cholestasis
1244,ABCC2,D015179,Colorectal Neoplasms
1244,ABCC2,D003967,Diarrhea
1244,ABCC2,D004342,Drug Hypersensitivity
1244,ABCC2,D064420,Drug-Related Side Effects and Adverse Reactions
1244,ABCC2,D005767,Gastrointestinal Diseases
1244,ABCC2,D006331,Heart Diseases
1244,ABCC2,D006932,Hyperbilirubinemia
1244,ABCC2,D008105,"Liver Cirrhosis, Biliary"
1244,ABCC2,D008106,"Liver Cirrhosis, Experimental"
1244,ABCC2,D009422,Nervous System Diseases
1244,ABCC2,D065626,Non-alcoholic Fatty Liver Disease
1244,ABCC2,D012640,Seizures
1244,ABCC2,D013226,Status Epilepticus
8714,ABCC3,D001172,"Arthritis, Rheumatoid"
8714,ABCC3,D002779,Cholestasis
8714,ABCC3,D015179,Colorectal Neoplasms
8714,ABCC3,D006529,Hepatomegaly
10257,ABCC4,D001172,"Arthritis, Rheumatoid"
10257,ABCC4,D003072,Cognition Disorders
10257,ABCC4,D015179,Colorectal Neoplasms
10257,ABCC4,D064420,Drug-Related Side Effects and Adverse Reactions
10257,ABCC4,D004715,Endometriosis
10257,ABCC4,D009362,Neoplasm Metastasis
10257,ABCC4,D011471,Prostatic Neoplasms
10257,ABCC4,D019966,Substance-Related Disorders
10057,ABCC5,D001172,"Arthritis, Rheumatoid"
10057,ABCC5,D015179,Colorectal Neoplasms
10057,ABCC5,D008106,"Liver Cirrhosis, Experimental"
368,ABCC6,D015179,Colorectal Neoplasms
368,ABCC6,D004195,"Disease Models, Animal"
6833,ABCC8,D015179,Colorectal Neoplasms
6833,ABCC8,D003924,"Diabetes Mellitus, Type 2"
10060,ABCC9,D016889,Endometrial Neoplasms
10060,ABCC9,D004715,Endometriosis
5826,ABCD4,D015179,Colorectal Neoplasms
9619,ABCG1,D015179,Colorectal Neoplasms
9619,ABCG1,D007676,"Kidney Failure, Chronic"
9619,ABCG1,D008106,"Liver Cirrhosis, Experimental"
9619,ABCG1,D015430,Weight Gain
9429,ABCG2,D000236,Adenoma
9429,ABCG2,D001172,"Arthritis, Rheumatoid"
9429,ABCG2,D001943,Breast Neoplasms
9429,ABCG2,D009202,Cardiomyopathies
9429,ABCG2,D015179,Colorectal Neoplasms
9429,ABCG2,D003967,Diarrhea
9429,ABCG2,D064420,Drug-Related Side Effects and Adverse Reactions
9429,ABCG2,D006073,Gout
9429,ABCG2,D008105,"Liver Cirrhosis, Biliary"
9429,ABCG2,D016403,"Lymphoma, Large B-Cell, Diffuse"
9429,ABCG2,D008325,"Mammary Neoplasms, Experimental"
9429,ABCG2,D009422,Nervous System Diseases
9429,ABCG2,D054218,Precursor T-Cell Lymphoblastic Leukemia-Lymphoma
64240,ABCG5,D050197,Atherosclerosis
64240,ABCG5,D003324,Coronary Artery Disease
64240,ABCG5,D003327,Coronary Disease
64240,ABCG5,D050171,Dyslipidemias
64240,ABCG5,D008106,"Liver Cirrhosis, Experimental"
64240,ABCG5,D011471,Prostatic Neoplasms
10006,ABI1,D056486,Chemical and Drug Induced Liver Injury
25,ABL1,D000230,Adenocarcinoma
25,ABL1,D001943,Breast Neoplasms
25,ABL1,D004938,Esophageal Neoplasms
25,ABL1,D006330,"Heart Defects, Congenital"
25,ABL1,D015464,"Leukemia, Myelogenous, Chronic, BCR-ABL Positive"
25,ABL1,D008113,Liver Neoplasms
25,ABL1,D009374,"Neoplasms, Experimental"
25,ABL1,D011230,Precancerous Conditions
25,ABL1,D054198,Precursor Cell Lymphoblastic Leukemia-Lymphoma
28,ABO,D003324,Coronary Artery Disease
28,ABO,D010190,Pancreatic Neoplasms
28,ABO,D011471,Prostatic Neoplasms
28,ABO,D012131,Respiratory Insufficiency
28,ABO,D020521,Stroke
31,ACACA,D006528,"Carcinoma, Hepatocellular"
31,ACACA,D006333,Heart Failure
32,ACACB,D007333,Insulin Resistance
32,ACACB,D009765,Obesity
27034,ACAD8,D013274,Stomach Neoplasms
34,ACADM,D017093,Liver Failure
34,ACADM,D009765,Obesity
34,ACADM,D015430,Weight Gain
35,ACADS,D006333,Heart Failure
36,ACADSB,D001321,Autistic Disorder
37,ACADVL,D000860,Hypoxia
176,ACAN,D001172,"Arthritis, Rheumatoid"
38,ACAT1,D007676,"Kidney Failure, Chronic"
38,ACAT1,D008106,"Liver Cirrhosis, Experimental"
38,ACAT1,D012640,Seizures
1636,ACE,D000230,Adenocarcinoma
1636,ACE,D000419,Albuminuria
1636,ACE,D000544,Alzheimer Disease
1636,ACE,D001145,"Arrhythmias, Cardiac"
1636,ACE,D001281,Atrial Fibrillation
1636,ACE,D001321,Autistic Disorder
1636,ACE,D002545,Brain Ischemia
1636,ACE,D006528,"Carcinoma, Hepatocellular"
1636,ACE,D002318,Cardiovascular Diseases
1636,ACE,D002543,Cerebral Hemorrhage
1636,ACE,D003324,Coronary Artery Disease
1636,ACE,D003327,Coronary Disease
1636,ACE,D003371,Cough
1636,ACE,D003645,"Death, Sudden"
1636,ACE,D003921,"Diabetes Mellitus, Experimental"
1636,ACE,D003928,Diabetic Nephropathies
1636,ACE,D004342,Drug Hypersensitivity
1636,ACE,D006333,Heart Failure
1636,ACE,D006973,Hypertension
1636,ACE,D006976,"Hypertension, Pulmonary"
1636,ACE,D017379,"Hypertrophy, Left Ventricular"
1636,ACE,D007022,Hypotension
1636,ACE,D007235,"Infant, Premature, Diseases"
1636,ACE,D007674,Kidney Diseases
1636,ACE,D007676,"Kidney Failure, Chronic"
1636,ACE,D008171,Lung Diseases
1636,ACE,D055370,Lung Injury
1636,ACE,D008175,Lung Neoplasms
1636,ACE,D009203,Myocardial Infarction
1636,ACE,D009362,Neoplasm Metastasis
1636,ACE,D065626,Non-alcoholic Fatty Liver Disease
1636,ACE,D011471,Prostatic Neoplasms
1636,ACE,D011605,"Psychoses, Substance-Induced"
1636,ACE,D011658,Pulmonary Fibrosis
1636,ACE,D051437,Renal Insufficiency
1636,ACE,D012128,Respiratory Distress Syndrome
1636,ACE,D013203,Staphylococcal Infections
1636,ACE,D013274,Stomach Neoplasms
1636,ACE,D020521,Stroke
1636,ACE,D015430,Weight Gain
1636,ACE,D015431,Weight Loss
59272,ACE2,D001008,Anxiety Disorders
59272,ACE2,D009202,Cardiomyopathies
59272,ACE2,D003928,Diabetic Nephropathies
59272,ACE2,D004719,Endomyocardial Fibrosis
59272,ACE2,D005923,"Glomerulosclerosis, Focal Segmental"
59272,ACE2,D006333,Heart Failure
59272,ACE2,D006973,Hypertension
59272,ACE2,D006976,"Hypertension, Pulmonary"
59272,ACE2,D007249,Inflammation
59272,ACE2,D055370,Lung Injury
59272,ACE2,D011658,Pulmonary Fibrosis
59272,ACE2,D012128,Respiratory Distress Syndrome
59272,ACE2,D015431,Weight Loss
43,ACHE,D000544,Alzheimer Disease
43,ACHE,D019969,Amphetamine-Related Disorders
43,ACHE,D000740,Anemia
43,ACHE,D001943,Breast Neoplasms
43,ACHE,D002292,"Carcinoma, Renal Cell"
43,ACHE,D015179,Colorectal Neoplasms
43,ACHE,D064420,Drug-Related Side Effects and Adverse Reactions
43,ACHE,D006130,Growth Disorders
43,ACHE,D007859,Learning Disabilities
43,ACHE,D008106,"Liver Cirrhosis, Experimental"
43,ACHE,D008569,Memory Disorders
43,ACHE,D009069,Movement Disorders
43,ACHE,D009422,Nervous System Diseases
43,ACHE,D009765,Obesity
43,ACHE,D011041,Poisoning
43,ACHE,D049188,Prenatal Injuries
43,ACHE,D011471,Prostatic Neoplasms
43,ACHE,D012640,Seizures
43,ACHE,D014202,Tremor
43,ACHE,D001749,Urinary Bladder Neoplasms
47,ACLY,D006528,"Carcinoma, Hepatocellular"
47,ACLY,D006333,Heart Failure
47,ACLY,D009765,Obesity
50,ACO2,D006528,"Carcinoma, Hepatocellular"
50,ACO2,D012128,Respiratory Distress Syndrome
51,ACOX1,D006528,"Carcinoma, Hepatocellular"
51,ACOX1,D003921,"Diabetes Mellitus, Experimental"
54,ACP5,D008106,"Liver Cirrhosis, Experimental"
54,ACP5,D009765,Obesity
2180,ACSL1,D001169,"Arthritis, Experimental"
2180,ACSL1,D002277,Carcinoma
2180,ACSL1,D056486,Chemical and Drug Induced Liver Injury
2180,ACSL1,D003921,"Diabetes Mellitus, Experimental"
2180,ACSL1,D008106,"Liver Cirrhosis, Experimental"
2180,ACSL1,D015674,"Mammary Neoplasms, Animal"
2180,ACSL1,D008325,"Mammary Neoplasms, Experimental"
2180,ACSL1,D009765,Obesity
2182,ACSL4,D000077192,Adenocarcinoma of Lung
2182,ACSL4,D001169,"Arthritis, Experimental"
2182,ACSL4,D006528,"Carcinoma, Hepatocellular"
2182,ACSL4,D003866,Depressive Disorder
2182,ACSL4,D004195,"Disease Models, Animal"
2182,ACSL4,D004890,Erythema
2182,ACSL4,D011471,Prostatic Neoplasms
23305,ACSL6,D019969,Amphetamine-Related Disorders
6296,ACSM3,D011471,Prostatic Neoplasms
58,ACTA1,D017379,"Hypertrophy, Left Ventricular"
59,ACTA2,D001943,Breast Neoplasms
59,ACTA2,D003110,Colonic Neoplasms
59,ACTA2,D004715,Endometriosis
59,ACTA2,D005317,Fetal Growth Retardation
59,ACTA2,D005355,Fibrosis
59,ACTA2,D005923,"Glomerulosclerosis, Focal Segmental"
59,ACTA2,D007511,Ischemia
59,ACTA2,D007674,Kidney Diseases
59,ACTA2,D008103,Liver Cirrhosis
59,ACTA2,D008106,"Liver Cirrhosis, Experimental"
59,ACTA2,D008107,Liver Diseases
59,ACTA2,D009203,Myocardial Infarction
59,ACTA2,D009400,Nephrosclerosis
59,ACTA2,D011658,Pulmonary Fibrosis
60,ACTB,D002277,Carcinoma
60,ACTB,D006528,"Carcinoma, Hepatocellular"
60,ACTB,D056486,Chemical and Drug Induced Liver Injury
60,ACTB,D019465,Craniofacial Abnormalities
60,ACTB,D004421,Dystonia
60,ACTB,D004938,Esophageal Neoplasms
60,ACTB,D006319,"Hearing Loss, Sensorineural"
60,ACTB,D000860,Hypoxia
60,ACTB,D008175,Lung Neoplasms
60,ACTB,D015674,"Mammary Neoplasms, Animal"
60,ACTB,D008325,"Mammary Neoplasms, Experimental"
60,ACTB,D017202,Myocardial Ischemia
60,ACTB,D009361,Neoplasm Invasiveness
60,ACTB,D009421,Nervous System Malformations
60,ACTB,D010003,Osteoarthritis
70,ACTC1,D002311,"Cardiomyopathy, Dilated"
70,ACTC1,D011230,Precancerous Conditions
70,ACTC1,D013274,Stomach Neoplasms
71,ACTG1,D054058,Acute Coronary Syndrome
71,ACTG1,D002277,Carcinoma
71,ACTG1,D002471,"Cell Transformation, Neoplastic"
71,ACTG1,D019465,Craniofacial Abnormalities
71,ACTG1,D015674,"Mammary Neoplasms, Animal"
71,ACTG1,D008325,"Mammary Neoplasms, Experimental"
71,ACTG1,D009421,Nervous System Malformations
71,ACTG1,D010024,Osteoporosis
72,ACTG2,D003110,Colonic Neoplasms
87,ACTN1,D008106,"Liver Cirrhosis, Experimental"
81,ACTN4,D002277,Carcinoma
81,ACTN4,D056486,Chemical and Drug Induced Liver Injury
81,ACTN4,D005923,"Glomerulosclerosis, Focal Segmental"
81,ACTN4,D015674,"Mammary Neoplasms, Animal"
81,ACTN4,D008325,"Mammary Neoplasms, Experimental"
90,ACVR1,D001943,Breast Neoplasms
90,ACVR1,D005910,Glioma
94,ACVRL1,D006976,"Hypertension, Pulmonary"
95,ACY1,D002292,"Carcinoma, Renal Cell"
95,ACY1,D011230,Precancerous Conditions
100,ADA,D001321,Autistic Disorder
100,ADA,D006940,Hyperemia
100,ADA,D008106,"Liver Cirrhosis, Experimental"
100,ADA,D008175,Lung Neoplasms
100,ADA,D013118,Spinal Cord Diseases
102,ADAM10,D000544,Alzheimer Disease
102,ADAM10,D001943,Breast Neoplasms
102,ADAM10,D005355,Fibrosis
102,ADAM10,D011297,Prenatal Exposure Delayed Effects
102,ADAM10,D051437,Renal Insufficiency
6868,ADAM17,D003092,Colitis
6868,ADAM17,D008106,"Liver Cirrhosis, Experimental"
10863,ADAM28,D008175,Lung Neoplasms
10863,ADAM28,D011471,Prostatic Neoplasms
8754,ADAM9,D011471,Prostatic Neoplasms
9510,ADAMTS1,D000544,Alzheimer Disease
9510,ADAMTS1,D001943,Breast Neoplasms
9510,ADAMTS1,D006528,"Carcinoma, Hepatocellular"
9510,ADAMTS1,D002289,"Carcinoma, Non-Small-Cell Lung"
9510,ADAMTS1,D009361,Neoplasm Invasiveness
11093,ADAMTS13,D006528,"Carcinoma, Hepatocellular"
11096,ADAMTS5,D006529,Hepatomegaly
9719,ADAMTSL2,D006130,Growth Disorders
9719,ADAMTSL2,D006529,Hepatomegaly
103,ADAR,D001943,Breast Neoplasms
107,ADCY1,D006948,Hyperkinesis
107,ADCY1,D013375,Substance Withdrawal Syndrome
108,ADCY2,D001249,Asthma
108,ADCY2,D001714,Bipolar Disorder
109,ADCY3,D003925,Diabetic Angiopathies
109,ADCY3,D009765,Obesity
113,ADCY7,D015470,"Leukemia, Myeloid, Acute"
113,ADCY7,D012559,Schizophrenia
114,ADCY8,D003925,Diabetic Angiopathies
114,ADCY8,D006948,Hyperkinesis
114,ADCY8,D019964,Mood Disorders
114,ADCY8,D013375,Substance Withdrawal Syndrome
116,ADCYAP1,D009202,Cardiomyopathies
116,ADCYAP1,D006940,Hyperemia
116,ADCYAP1,D015877,Miosis
116,ADCYAP1,D020258,Neurotoxicity Syndromes
116,ADCYAP1,D011595,Psychomotor Agitation
116,ADCYAP1,D012640,Seizures
117,ADCYAP1R1,D001249,Asthma
118,ADD1,D006528,"Carcinoma, Hepatocellular"
118,ADD1,D006973,Hypertension
124,ADH1A,D065626,Non-alcoholic Fatty Liver Disease
125,ADH1B,D002544,Cerebral Infarction
125,ADH1B,D015179,Colorectal Neoplasms
125,ADH1B,D004938,Esophageal Neoplasms
125,ADH1B,D065626,Non-alcoholic Fatty Liver Disease
125,ADH1B,D009765,Obesity
131,ADH7,D004938,Esophageal Neoplasms
9370,ADIPOQ,D001169,"Arthritis, Experimental"
9370,ADIPOQ,D001172,"Arthritis, Rheumatoid"
9370,ADIPOQ,D050197,Atherosclerosis
9370,ADIPOQ,D002292,"Carcinoma, Renal Cell"
9370,ADIPOQ,D056486,Chemical and Drug Induced Liver Injury
9370,ADIPOQ,D003920,Diabetes Mellitus
9370,ADIPOQ,D003924,"Diabetes Mellitus, Type 2"
9370,ADIPOQ,D003928,Diabetic Nephropathies
9370,ADIPOQ,D006333,Heart Failure
9370,ADIPOQ,D006556,Heroin Dependence
9370,ADIPOQ,D006940,Hyperemia
9370,ADIPOQ,D006943,Hyperglycemia
9370,ADIPOQ,D006973,Hypertension
9370,ADIPOQ,D007249,Inflammation
9370,ADIPOQ,D007333,Insulin Resistance
9370,ADIPOQ,D007676,"Kidney Failure, Chronic"
9370,ADIPOQ,D008106,"Liver Cirrhosis, Experimental"
9370,ADIPOQ,D024821,Metabolic Syndrome
9370,ADIPOQ,D017202,Myocardial Ischemia
9370,ADIPOQ,D015428,Myocardial Reperfusion Injury
9370,ADIPOQ,D065626,Non-alcoholic Fatty Liver Disease
9370,ADIPOQ,D009765,Obesity
9370,ADIPOQ,D011654,Pulmonary Edema
9370,ADIPOQ,D011658,Pulmonary Fibrosis
9370,ADIPOQ,D015430,Weight Gain
9370,ADIPOQ,D015431,Weight Loss
132,ADK,D000860,Hypoxia
133,ADM,D001321,Autistic Disorder
133,ADM,D005921,Glomerulonephritis
133,ADM,D006930,Hyperalgesia
133,ADM,D006943,Hyperglycemia
133,ADM,D007333,Insulin Resistance
133,ADM,D008106,"Liver Cirrhosis, Experimental"
133,ADM,D010146,Pain
133,ADM,D018805,Sepsis
133,ADM,D013276,Stomach Ulcer
23394,ADNP,D001321,Autistic Disorder
134,ADORA1,D001919,Bradycardia
134,ADORA1,D002375,Catalepsy
134,ADORA1,D004342,Drug Hypersensitivity
134,ADORA1,D064420,Drug-Related Side Effects and Adverse Reactions
134,ADORA1,D007022,Hypotension
134,ADORA1,D020244,"Infarction, Middle Cerebral Artery"
134,ADORA1,D007511,Ischemia
134,ADORA1,D002546,"Ischemic Attack, Transient"
134,ADORA1,D009203,Myocardial Infarction
134,ADORA1,D009410,Nerve Degeneration
134,ADORA1,D011297,Prenatal Exposure Delayed Effects
134,ADORA1,D013345,Subarachnoid Hemorrhage
134,ADORA1,D013375,Substance Withdrawal Syndrome
134,ADORA1,D018754,Ventricular Dysfunction
135,ADORA2A,D019969,Amphetamine-Related Disorders
135,ADORA2A,D001008,Anxiety Disorders
135,ADORA2A,D001172,"Arthritis, Rheumatoid"
135,ADORA2A,D009202,Cardiomyopathies
135,ADORA2A,D003866,Depressive Disorder
135,ADORA2A,D004342,Drug Hypersensitivity
135,ADORA2A,D064420,Drug-Related Side Effects and Adverse Reactions
135,ADORA2A,D006948,Hyperkinesis
135,ADORA2A,D007022,Hypotension
135,ADORA2A,D008106,"Liver Cirrhosis, Experimental"
135,ADORA2A,D009069,Movement Disorders
135,ADORA2A,D016584,Panic Disorder
135,ADORA2A,D011605,"Psychoses, Substance-Induced"
135,ADORA2A,D015427,Reperfusion Injury
135,ADORA2A,D012640,Seizures
135,ADORA2A,D018805,Sepsis
135,ADORA2A,D007319,Sleep Initiation and Maintenance Disorders
135,ADORA2A,D013375,Substance Withdrawal Syndrome
135,ADORA2A,D014202,Tremor
135,ADORA2A,D018754,Ventricular Dysfunction
135,ADORA2A,D015431,Weight Loss
136,ADORA2B,D009362,Neoplasm Metastasis
136,ADORA2B,D015427,Reperfusion Injury
136,ADORA2B,D018805,Sepsis
140,ADORA3,D007511,Ischemia
140,ADORA3,D008106,"Liver Cirrhosis, Experimental"
140,ADORA3,D009203,Myocardial Infarction
148,ADRA1A,D006528,"Carcinoma, Hepatocellular"
148,ADRA1A,D003921,"Diabetes Mellitus, Experimental"
148,ADRA1A,D008103,Liver Cirrhosis
148,ADRA1A,D020257,Ventricular Remodeling
147,ADRA1B,D006332,Cardiomegaly
147,ADRA1B,D007022,Hypotension
147,ADRA1B,D007674,Kidney Diseases
147,ADRA1B,D008106,"Liver Cirrhosis, Experimental"
147,ADRA1B,D009410,Nerve Degeneration
147,ADRA1B,D020258,Neurotoxicity Syndromes
147,ADRA1B,D012640,Seizures
150,ADRA2A,D006332,Cardiomegaly
150,ADRA2A,D004827,Epilepsy
150,ADRA2A,D005355,Fibrosis
150,ADRA2A,D006331,Heart Diseases
150,ADRA2A,D006973,Hypertension
150,ADRA2A,D007022,Hypotension
150,ADRA2A,D016584,Panic Disorder
151,ADRA2B,D006528,"Carcinoma, Hepatocellular"
151,ADRA2B,D008171,Lung Diseases
152,ADRA2C,D006332,Cardiomegaly
152,ADRA2C,D005355,Fibrosis
152,ADRA2C,D006333,Heart Failure
153,ADRB1,D002311,"Cardiomyopathy, Dilated"
153,ADRB1,D002318,Cardiovascular Diseases
153,ADRB1,D003920,Diabetes Mellitus
153,ADRB1,D004719,Endomyocardial Fibrosis
153,ADRB1,D006333,Heart Failure
153,ADRB1,D006940,Hyperemia
153,ADRB1,D006973,Hypertension
153,ADRB1,D017202,Myocardial Ischemia
153,ADRB1,D015428,Myocardial Reperfusion Injury
153,ADRB1,D009765,Obesity
153,ADRB1,D013274,Stomach Neoplasms
153,ADRB1,D018754,Ventricular Dysfunction
154,ADRB2,D001249,Asthma
154,ADRB2,D001321,Autistic Disorder
154,ADRB2,D009202,Cardiomyopathies
154,ADRB2,D002311,"Cardiomyopathy, Dilated"
154,ADRB2,D005355,Fibrosis
154,ADRB2,D006949,Hyperlipidemias
154,ADRB2,D007008,Hypokalemia
154,ADRB2,D007333,Insulin Resistance
154,ADRB2,D008171,Lung Diseases
154,ADRB2,D017202,Myocardial Ischemia
154,ADRB2,D009422,Nervous System Diseases
154,ADRB2,D009765,Obesity
154,ADRB2,D011471,Prostatic Neoplasms
154,ADRB2,D013274,Stomach Neoplasms
154,ADRB2,D014202,Tremor
154,ADRB2,D018487,"Ventricular Dysfunction, Left"
155,ADRB3,D003921,"Diabetes Mellitus, Experimental"
155,ADRB3,D006333,Heart Failure
155,ADRB3,D006949,Hyperlipidemias
155,ADRB3,D017379,"Hypertrophy, Left Ventricular"
155,ADRB3,D009765,Obesity
158,ADSL,D001321,Autistic Disorder
174,AFP,D001943,Breast Neoplasms
174,AFP,D006528,"Carcinoma, Hepatocellular"
174,AFP,D008106,"Liver Cirrhosis, Experimental"
174,AFP,D008107,Liver Diseases
174,AFP,D008114,"Liver Neoplasms, Experimental"
174,AFP,D008325,"Mammary Neoplasms, Experimental"
174,AFP,D013274,Stomach Neoplasms
116987,AGAP1,D001321,Autistic Disorder
177,AGER,D001172,"Arthritis, Rheumatoid"
177,AGER,D001249,Asthma
177,AGER,D050197,Atherosclerosis
177,AGER,D003925,Diabetic Angiopathies
177,AGER,D006930,Hyperalgesia
177,AGER,D006943,Hyperglycemia
177,AGER,D006973,Hypertension
177,AGER,D006984,Hypertrophy
177,AGER,D020244,"Infarction, Middle Cerebral Artery"
177,AGER,D007249,Inflammation
177,AGER,D009437,Neuralgia
177,AGER,D010003,Osteoarthritis
178,AGL,D008106,"Liver Cirrhosis, Experimental"
375790,AGRN,D015470,"Leukemia, Myeloid, Acute"
181,AGRP,D009765,Obesity
183,AGT,D000419,Albuminuria
183,AGT,D000740,Anemia
183,AGT,D001002,Anuria
183,AGT,D001145,"Arrhythmias, Cardiac"
183,AGT,D050197,Atherosclerosis
183,AGT,D001919,Bradycardia
183,AGT,D006332,Cardiomegaly
183,AGT,D009202,Cardiomyopathies
183,AGT,D066126,Cardiotoxicity
183,AGT,D002318,Cardiovascular Diseases
183,AGT,D002375,Catalepsy
183,AGT,D056486,Chemical and Drug Induced Liver Injury
183,AGT,D002779,Cholestasis
183,AGT,D003072,Cognition Disorders
183,AGT,D003645,"Death, Sudden"
183,AGT,D003921,"Diabetes Mellitus, Experimental"
183,AGT,D003928,Diabetic Nephropathies
183,AGT,D062787,Drug Overdose
183,AGT,D004719,Endomyocardial Fibrosis
183,AGT,D005317,Fetal Growth Retardation
183,AGT,D005355,Fibrosis
183,AGT,D005921,Glomerulonephritis
183,AGT,D005923,"Glomerulosclerosis, Focal Segmental"
183,AGT,D018149,Glucose Intolerance
183,AGT,D006331,Heart Diseases
183,AGT,D006333,Heart Failure
183,AGT,D006930,Hyperalgesia
183,AGT,D006940,Hyperemia
183,AGT,D020138,Hyperhomocysteinemia
183,AGT,D006973,Hypertension
183,AGT,D006974,"Hypertension, Malignant"
183,AGT,D006977,"Hypertension, Renal"
183,AGT,D006984,Hypertrophy
183,AGT,D017379,"Hypertrophy, Left Ventricular"
183,AGT,D007008,Hypokalemia
183,AGT,D007022,Hypotension
183,AGT,D007249,Inflammation
183,AGT,D007674,Kidney Diseases
183,AGT,D008103,Liver Cirrhosis
183,AGT,D008106,"Liver Cirrhosis, Experimental"
183,AGT,D009203,Myocardial Infarction
183,AGT,D017202,Myocardial Ischemia
183,AGT,D015428,Myocardial Reperfusion Injury
183,AGT,D009336,Necrosis
183,AGT,D019954,Neurobehavioral Manifestations
183,AGT,D011014,Pneumonia
183,AGT,D011507,Proteinuria
183,AGT,D011658,Pulmonary Fibrosis
183,AGT,D051437,Renal Insufficiency
183,AGT,D015427,Reperfusion Injury
183,AGT,D012640,Seizures
183,AGT,D013927,Thrombosis
183,AGT,D014652,Vascular Diseases
183,AGT,D018487,"Ventricular Dysfunction, Left"
