Acetaminophen,DB00316,147,ADRA1B,increases^expression
Acetaminophen,DB00316,150,ADRA2A,decreases^expression
Acetaminophen,DB00316,151,ADRA2B,decreases^expression
Acetaminophen,DB00316,153,ADRB1,affects^cotreatment|affects^expression
Acetaminophen,DB00316,154,ADRB2,affects^cotreatment|affects^expression
Acetaminophen,DB00316,155,ADRB3,decreases^expression
Acetaminophen,DB00316,158,ADSL,decreases^expression
Acetaminophen,DB00316,4301,AFDN,affects^expression
Acetaminophen,DB00316,10939,AFG3L2,increases^expression
Acetaminophen,DB00316,174,AFP,decreases^expression
Acetaminophen,DB00316,175,AGA,decreases^expression
Acetaminophen,DB00316,116987,AGAP1,decreases^expression
Acetaminophen,DB00316,177,AGER,decreases^expression
Acetaminophen,DB00316,55750,AGK,increases^expression
Acetaminophen,DB00316,178,AGL,decreases^expression
Acetaminophen,DB00316,10555,AGPAT2,decreases^expression
Acetaminophen,DB00316,8540,AGPS,decreases^expression
Acetaminophen,DB00316,375790,AGRN,affects^cotreatment|affects^expression
Acetaminophen,DB00316,183,AGT,decreases^expression
Acetaminophen,DB00316,185,AGTR1,decreases^expression
Acetaminophen,DB00316,189,AGXT,decreases^expression
Acetaminophen,DB00316,191,AHCY,increases^expression
Acetaminophen,DB00316,27245,AHDC1,increases^expression
Acetaminophen,DB00316,54806,AHI1,increases^expression
Acetaminophen,DB00316,196,AHR,increases^expression
Acetaminophen,DB00316,197,AHSG,decreases^expression
Acetaminophen,DB00316,64853,AIDA,increases^expression
Acetaminophen,DB00316,9131,AIFM1,decreases^expression
Acetaminophen,DB00316,326,AIRE,decreases^expression
Acetaminophen,DB00316,203,AK1,increases^expression
Acetaminophen,DB00316,204,AK2,decreases^expression
Acetaminophen,DB00316,11216,AKAP10,decreases^expression
Acetaminophen,DB00316,11214,AKAP13,affects^expression
Acetaminophen,DB00316,10142,AKAP9,decreases^expression
Acetaminophen,DB00316,231,AKR1B1,increases^expression
Acetaminophen,DB00316,57016,AKR1B10,decreases^expression
Acetaminophen,DB00316,1645,AKR1C1,decreases^expression
Acetaminophen,DB00316,1646,AKR1C2,decreases^expression
Acetaminophen,DB00316,8644,AKR1C3,decreases^expression
Acetaminophen,DB00316,1109,AKR1C4,decreases^expression
Acetaminophen,DB00316,6718,AKR1D1,decreases^expression
Acetaminophen,DB00316,8574,AKR7A2,increases^expression
Acetaminophen,DB00316,207,AKT1,affects^expression
Acetaminophen,DB00316,208,AKT2,decreases^expression
Acetaminophen,DB00316,10000,AKT3,increases^expression
Acetaminophen,DB00316,210,ALAD,decreases^expression
Acetaminophen,DB00316,211,ALAS1,affects^expression
Acetaminophen,DB00316,212,ALAS2,affects^expression
Acetaminophen,DB00316,213,ALB,decreases^expression
Acetaminophen,DB00316,5832,ALDH18A1,decreases^expression
Acetaminophen,DB00316,216,ALDH1A1,decreases^expression
Acetaminophen,DB00316,219,ALDH1B1,decreases^expression
Acetaminophen,DB00316,10840,ALDH1L1,decreases^expression
Acetaminophen,DB00316,217,ALDH2,decreases^expression
Acetaminophen,DB00316,218,ALDH3A1,decreases^expression
Acetaminophen,DB00316,224,ALDH3A2,decreases^expression
Acetaminophen,DB00316,221,ALDH3B1,affects^expression
Acetaminophen,DB00316,8659,ALDH4A1,decreases^expression
Acetaminophen,DB00316,7915,ALDH5A1,affects^expression
Acetaminophen,DB00316,4329,ALDH6A1,decreases^expression
Acetaminophen,DB00316,501,ALDH7A1,decreases^expression
Acetaminophen,DB00316,223,ALDH9A1,decreases^expression
Acetaminophen,DB00316,226,ALDOA,affects^expression
Acetaminophen,DB00316,229,ALDOB,decreases^expression
Acetaminophen,DB00316,79087,ALG12,affects^expression
Acetaminophen,DB00316,10195,ALG3,decreases^expression
Acetaminophen,DB00316,79053,ALG8,decreases^expression
Acetaminophen,DB00316,79796,ALG9,affects^expression
Acetaminophen,DB00316,238,ALK,decreases^expression
Acetaminophen,DB00316,242,ALOX12B,affects^expression
Acetaminophen,DB00316,246,ALOX15,decreases^expression
Acetaminophen,DB00316,240,ALOX5,affects^expression
Acetaminophen,DB00316,241,ALOX5AP,affects^expression
Acetaminophen,DB00316,59344,ALOXE3,increases^expression
Acetaminophen,DB00316,249,ALPL,decreases^expression
Acetaminophen,DB00316,250,ALPP,affects^cotreatment|decreases^expression
Acetaminophen,DB00316,8092,ALX1,decreases^expression
Acetaminophen,DB00316,257,ALX3,increases^expression
Acetaminophen,DB00316,60529,ALX4,affects^expression
Acetaminophen,DB00316,23600,AMACR,affects^expression
Acetaminophen,DB00316,262,AMD1,increases^expression
Acetaminophen,DB00316,265,AMELX,affects^cotreatment|affects^expression
Acetaminophen,DB00316,268,AMH,decreases^expression
Acetaminophen,DB00316,269,AMHR2,decreases^expression
Acetaminophen,DB00316,81693,AMN,decreases^expression
Acetaminophen,DB00316,271,AMPD2,decreases^expression
Acetaminophen,DB00316,272,AMPD3,increases^expression
Acetaminophen,DB00316,275,AMT,decreases^expression
Acetaminophen,DB00316,283,ANG,affects^expression
Acetaminophen,DB00316,284,ANGPT1,decreases^expression
Acetaminophen,DB00316,285,ANGPT2,affects^expression
Acetaminophen,DB00316,27329,ANGPTL3,decreases^expression
Acetaminophen,DB00316,51129,ANGPTL4,affects^expression
Acetaminophen,DB00316,286,ANK1,affects^expression
Acetaminophen,DB00316,287,ANK2,increases^expression
Acetaminophen,DB00316,288,ANK3,decreases^expression
Acetaminophen,DB00316,56172,ANKH,decreases^expression
Acetaminophen,DB00316,29123,ANKRD11,increases^expression
Acetaminophen,DB00316,22852,ANKRD26,increases^expression
Acetaminophen,DB00316,55129,ANO10,increases^expression
Acetaminophen,DB00316,63982,ANO3,decreases^expression
Acetaminophen,DB00316,290,ANPEP,decreases^expression
Acetaminophen,DB00316,84168,ANTXR1,decreases^expression
Acetaminophen,DB00316,301,ANXA1,increases^expression
Acetaminophen,DB00316,311,ANXA11,decreases^expression
Acetaminophen,DB00316,306,ANXA3,decreases^expression
Acetaminophen,DB00316,308,ANXA5,increases^expression
Acetaminophen,DB00316,8639,AOC3,increases^expression
Acetaminophen,DB00316,316,AOX1,decreases^expression
Acetaminophen,DB00316,1174,AP1S1,decreases^expression
Acetaminophen,DB00316,8905,AP1S2,affects^expression
Acetaminophen,DB00316,8546,AP3B1,affects^expression
Acetaminophen,DB00316,23431,AP4E1,increases^expression
Acetaminophen,DB00316,11154,AP4S1,decreases^expression
Acetaminophen,DB00316,317,APAF1,increases^expression
Acetaminophen,DB00316,323,APBB2,increases^expression
Acetaminophen,DB00316,324,APC,affects^expression
Acetaminophen,DB00316,325,APCS,decreases^expression
Acetaminophen,DB00316,327,APEH,decreases^expression
Acetaminophen,DB00316,328,APEX1,decreases^expression
Acetaminophen,DB00316,51107,APH1A,affects^expression
Acetaminophen,DB00316,187,APLNR,affects^cotreatment|affects^expression
Acetaminophen,DB00316,335,APOA1,decreases^expression
Acetaminophen,DB00316,336,APOA2,decreases^expression
Acetaminophen,DB00316,337,APOA4,decreases^expression
Acetaminophen,DB00316,338,APOB,decreases^expression
Acetaminophen,DB00316,9582,APOBEC3B,decreases^expression
Acetaminophen,DB00316,341,APOC1,decreases^expression
Acetaminophen,DB00316,344,APOC2,affects^expression
Acetaminophen,DB00316,345,APOC3,decreases^expression
Acetaminophen,DB00316,348,APOE,decreases^expression
Acetaminophen,DB00316,350,APOH,decreases^expression
Acetaminophen,DB00316,8542,APOL1,decreases^expression
Acetaminophen,DB00316,23780,APOL2,decreases^expression
Acetaminophen,DB00316,351,APP,increases^expression
Acetaminophen,DB00316,54840,APTX,affects^expression
Acetaminophen,DB00316,358,AQP1,decreases^expression
Acetaminophen,DB00316,359,AQP2,affects^expression
Acetaminophen,DB00316,360,AQP3,increases^expression
Acetaminophen,DB00316,364,AQP7,decreases^expression
Acetaminophen,DB00316,366,AQP9,decreases^expression
Acetaminophen,DB00316,367,AR,affects^activity
Acetaminophen,DB00316,369,ARAF,increases^expression
Acetaminophen,DB00316,116985,ARAP1,affects^expression
Acetaminophen,DB00316,116984,ARAP2,increases^expression
Acetaminophen,DB00316,374,AREG,decreases^expression
Acetaminophen,DB00316,378,ARF4,affects^expression
Acetaminophen,DB00316,382,ARF6,decreases^expression
Acetaminophen,DB00316,10564,ARFGEF2,decreases^expression
Acetaminophen,DB00316,383,ARG1,decreases^expression
Acetaminophen,DB00316,384,ARG2,affects^expression
Acetaminophen,DB00316,94134,ARHGAP12,decreases^expression
Acetaminophen,DB00316,23092,ARHGAP26,increases^expression
Acetaminophen,DB00316,396,ARHGDIA,decreases^expression
Acetaminophen,DB00316,9639,ARHGEF10,decreases^expression
Acetaminophen,DB00316,23365,ARHGEF12,decreases^expression
Acetaminophen,DB00316,8289,ARID1A,decreases^expression
Acetaminophen,DB00316,23568,ARL2BP,increases^expression
Acetaminophen,DB00316,403,ARL3,increases^expression
Acetaminophen,DB00316,26225,ARL5A,affects^expression
Acetaminophen,DB00316,23204,ARL6IP1,increases^expression
Acetaminophen,DB00316,9915,ARNT2,decreases^expression
Acetaminophen,DB00316,10095,ARPC1B,increases^expression
Acetaminophen,DB00316,10109,ARPC2,affects^expression
Acetaminophen,DB00316,10093,ARPC4,affects^response to substance
Acetaminophen,DB00316,10092,ARPC5,affects^expression
Acetaminophen,DB00316,408,ARRB1,increases^expression
Acetaminophen,DB00316,409,ARRB2,decreases^expression
Acetaminophen,DB00316,410,ARSA,affects^expression
Acetaminophen,DB00316,411,ARSB,decreases^expression
Acetaminophen,DB00316,420,ART4,decreases^expression
Acetaminophen,DB00316,421,ARVCF,increases^expression
Acetaminophen,DB00316,427,ASAH1,increases^expression
Acetaminophen,DB00316,432,ASGR1,decreases^expression
Acetaminophen,DB00316,435,ASL,decreases^expression
Acetaminophen,DB00316,440,ASNS,affects^expression
Acetaminophen,DB00316,443,ASPA,affects^expression
Acetaminophen,DB00316,444,ASPH,increases^expression
Acetaminophen,DB00316,259266,ASPM,decreases^expression
Acetaminophen,DB00316,80150,ASRGL1,increases^expression
Acetaminophen,DB00316,445,ASS1,affects^expression
Acetaminophen,DB00316,171023,ASXL1,decreases^expression
Acetaminophen,DB00316,29028,ATAD2,increases^expression
Acetaminophen,DB00316,466,ATF1,decreases^expression
Acetaminophen,DB00316,467,ATF3,affects^expression
Acetaminophen,DB00316,22809,ATF5,affects^cotreatment|affects^expression
Acetaminophen,DB00316,55054,ATG16L1,increases^expression
Acetaminophen,DB00316,9474,ATG5,affects^expression
Acetaminophen,DB00316,471,ATIC,decreases^expression
Acetaminophen,DB00316,472,ATM,decreases^reaction|increases^phosphorylation
Acetaminophen,DB00316,1822,ATN1,affects^expression
Acetaminophen,DB00316,475,ATOX1,increases^expression
Acetaminophen,DB00316,23400,ATP13A2,increases^expression
Acetaminophen,DB00316,476,ATP1A1,increases^expression
Acetaminophen,DB00316,477,ATP1A2,decreases^expression
Acetaminophen,DB00316,481,ATP1B1,affects^expression
Acetaminophen,DB00316,487,ATP2A1,affects^expression
Acetaminophen,DB00316,488,ATP2A2,decreases^expression
Acetaminophen,DB00316,489,ATP2A3,affects^expression
Acetaminophen,DB00316,490,ATP2B1,increases^expression
Acetaminophen,DB00316,491,ATP2B2,decreases^expression
Acetaminophen,DB00316,495,ATP4A,increases^expression
Acetaminophen,DB00316,506,ATP5F1B,decreases^expression
Acetaminophen,DB00316,513,ATP5F1D,affects^expression
Acetaminophen,DB00316,514,ATP5F1E,decreases^expression
Acetaminophen,DB00316,10159,ATP6AP2,increases^expression
Acetaminophen,DB00316,23545,ATP6V0A2,affects^cotreatment|affects^expression
Acetaminophen,DB00316,525,ATP6V1B1,decreases^expression
Acetaminophen,DB00316,526,ATP6V1B2,affects^expression
Acetaminophen,DB00316,538,ATP7A,affects^expression
Acetaminophen,DB00316,540,ATP7B,decreases^expression
Acetaminophen,DB00316,10396,ATP8A1,increases^expression
Acetaminophen,DB00316,51761,ATP8A2,decreases^expression
Acetaminophen,DB00316,5205,ATP8B1,decreases^expression
Acetaminophen,DB00316,91647,ATPAF2,increases^expression
Acetaminophen,DB00316,545,ATR,decreases^expression
Acetaminophen,DB00316,546,ATRX,decreases^expression
Acetaminophen,DB00316,6310,ATXN1,decreases^expression
Acetaminophen,DB00316,25814,ATXN10,affects^expression
Acetaminophen,DB00316,6311,ATXN2,affects^expression
Acetaminophen,DB00316,6314,ATXN7,decreases^expression
Acetaminophen,DB00316,549,AUH,decreases^expression
Acetaminophen,DB00316,6790,AURKA,decreases^expression
Acetaminophen,DB00316,9212,AURKB,decreases^expression
Acetaminophen,DB00316,26053,AUTS2,increases^expression
Acetaminophen,DB00316,551,AVP,affects^cotreatment|decreases^expression
Acetaminophen,DB00316,552,AVPR1A,affects^expression
Acetaminophen,DB00316,553,AVPR1B,affects^expression
Acetaminophen,DB00316,8312,AXIN1,increases^expression
Acetaminophen,DB00316,558,AXL,increases^expression
Acetaminophen,DB00316,563,AZGP1,affects^expression
Acetaminophen,DB00316,567,B2M,increases^expression
Acetaminophen,DB00316,8706,B3GALNT1,decreases^expression
Acetaminophen,DB00316,27087,B3GAT1,affects^expression
Acetaminophen,DB00316,26229,B3GAT3,decreases^expression
Acetaminophen,DB00316,2583,B4GALNT1,affects^expression
Acetaminophen,DB00316,2683,B4GALT1,decreases^expression
Acetaminophen,DB00316,8704,B4GALT2,increases^expression
Acetaminophen,DB00316,8703,B4GALT3,affects^expression
Acetaminophen,DB00316,8702,B4GALT4,decreases^expression
Acetaminophen,DB00316,11285,B4GALT7,increases^expression
Acetaminophen,DB00316,27077,B9D1,affects^expression
Acetaminophen,DB00316,80776,B9D2,affects^expression
Acetaminophen,DB00316,570,BAAT,decreases^expression
Acetaminophen,DB00316,23621,BACE1,increases^expression
Acetaminophen,DB00316,25825,BACE2,decreases^expression
Acetaminophen,DB00316,571,BACH1,affects^expression
Acetaminophen,DB00316,572,BAD,increases^expression
Acetaminophen,DB00316,573,BAG1,increases^expression
Acetaminophen,DB00316,9531,BAG3,increases^expression
Acetaminophen,DB00316,22893,BAHD1,increases^expression
Acetaminophen,DB00316,8314,BAP1,affects^expression
Acetaminophen,DB00316,580,BARD1,increases^expression
Acetaminophen,DB00316,10538,BATF,affects^cotreatment|affects^expression
Acetaminophen,DB00316,581,BAX,affects^expression
Acetaminophen,DB00316,29994,BAZ2B,affects^expression
Acetaminophen,DB00316,8424,BBOX1,affects^expression
Acetaminophen,DB00316,582,BBS1,increases^expression
Acetaminophen,DB00316,79738,BBS10,decreases^expression
Acetaminophen,DB00316,585,BBS4,increases^expression
Acetaminophen,DB00316,55212,BBS7,increases^expression
Acetaminophen,DB00316,4059,BCAM,decreases^expression
Acetaminophen,DB00316,586,BCAT1,decreases^expression
Acetaminophen,DB00316,587,BCAT2,decreases^expression
Acetaminophen,DB00316,590,BCHE,decreases^expression
Acetaminophen,DB00316,593,BCKDHA,decreases^expression
Acetaminophen,DB00316,594,BCKDHB,decreases^expression
Acetaminophen,DB00316,10295,BCKDK,affects^expression
Acetaminophen,DB00316,8915,BCL10,affects^expression
Acetaminophen,DB00316,596,BCL2,decreases^expression
Acetaminophen,DB00316,598,BCL2L1,affects^expression
Acetaminophen,DB00316,10018,BCL2L11,decreases^expression
Acetaminophen,DB00316,599,BCL2L2,affects^expression
Acetaminophen,DB00316,54880,BCOR,affects^expression
Acetaminophen,DB00316,613,BCR,increases^expression
Acetaminophen,DB00316,617,BCS1L,affects^response to substance
Acetaminophen,DB00316,622,BDH1,decreases^expression
Acetaminophen,DB00316,623,BDKRB1,affects^expression
Acetaminophen,DB00316,624,BDKRB2,increases^expression
Acetaminophen,DB00316,627,BDNF,affects^expression
Acetaminophen,DB00316,7439,BEST1,affects^expression
Acetaminophen,DB00316,631,BFSP1,decreases^expression
Acetaminophen,DB00316,8419,BFSP2,decreases^expression
Acetaminophen,DB00316,632,BGLAP,decreases^expression
Acetaminophen,DB00316,635,BHMT,decreases^expression
Acetaminophen,DB00316,23743,BHMT2,decreases^expression
Acetaminophen,DB00316,80114,BICC1,affects^expression
Acetaminophen,DB00316,23299,BICD2,affects^expression
Acetaminophen,DB00316,274,BIN1,increases^expression
Acetaminophen,DB00316,329,BIRC2,affects^expression
Acetaminophen,DB00316,330,BIRC3,affects^expression
Acetaminophen,DB00316,332,BIRC5,decreases^expression
Acetaminophen,DB00316,79444,BIRC7,decreases^expression
Acetaminophen,DB00316,640,BLK,decreases^expression
Acetaminophen,DB00316,641,BLM,increases^expression
Acetaminophen,DB00316,642,BLMH,affects^expression
Acetaminophen,DB00316,29760,BLNK,decreases^expression
Acetaminophen,DB00316,644,BLVRA,increases^expression
Acetaminophen,DB00316,649,BMP1,increases^expression
Acetaminophen,DB00316,650,BMP2,decreases^expression
Acetaminophen,DB00316,55589,BMP2K,affects^expression
Acetaminophen,DB00316,652,BMP4,affects^expression
Acetaminophen,DB00316,655,BMP7,affects^expression
Acetaminophen,DB00316,659,BMPR2,increases^expression
Acetaminophen,DB00316,660,BMX,decreases^expression
Acetaminophen,DB00316,669,BPGM,decreases^expression
Acetaminophen,DB00316,671,BPI,affects^expression
Acetaminophen,DB00316,673,BRAF,increases^expression
Acetaminophen,DB00316,672,BRCA1,increases^expression
Acetaminophen,DB00316,675,BRCA2,increases^expression
Acetaminophen,DB00316,6046,BRD2,increases^expression
Acetaminophen,DB00316,8019,BRD3,affects^expression
Acetaminophen,DB00316,23476,BRD4,decreases^expression
Acetaminophen,DB00316,29117,BRD7,increases^expression
Acetaminophen,DB00316,65980,BRD9,decreases^expression
Acetaminophen,DB00316,676,BRDT,affects^expression
Acetaminophen,DB00316,83990,BRIP1,increases^expression
Acetaminophen,DB00316,7862,BRPF1,affects^expression
Acetaminophen,DB00316,9024,BRSK2,increases^expression
Acetaminophen,DB00316,26580,BSCL2,affects^expression
Acetaminophen,DB00316,683,BST1,decreases^expression
Acetaminophen,DB00316,685,BTC,decreases^expression
Acetaminophen,DB00316,686,BTD,decreases^expression
Acetaminophen,DB00316,699,BUB1,decreases^expression
Acetaminophen,DB00316,701,BUB1B,decreases^expression
Acetaminophen,DB00316,29071,C1GALT1C1,decreases^expression
Acetaminophen,DB00316,712,C1QA,affects^expression
Acetaminophen,DB00316,713,C1QB,affects^expression
Acetaminophen,DB00316,708,C1QBP,decreases^expression
Acetaminophen,DB00316,715,C1R,decreases^expression
Acetaminophen,DB00316,716,C1S,affects^expression
Acetaminophen,DB00316,717,C2,decreases^expression
Acetaminophen,DB00316,26005,C2CD3,increases^expression
Acetaminophen,DB00316,719,C3AR1,decreases^expression
Acetaminophen,DB00316,720,C4A,decreases^expression
Acetaminophen,DB00316,721,C4B,decreases^expression
Acetaminophen,DB00316,727,C5,decreases^expression
Acetaminophen,DB00316,729,C6,decreases^expression
Acetaminophen,DB00316,730,C7,increases^expression
Acetaminophen,DB00316,731,C8A,decreases^expression
Acetaminophen,DB00316,732,C8B,decreases^expression
Acetaminophen,DB00316,733,C8G,decreases^expression
Acetaminophen,DB00316,735,C9,decreases^expression
Acetaminophen,DB00316,759,CA1,decreases^expression
Acetaminophen,DB00316,771,CA12,increases^expression
Acetaminophen,DB00316,760,CA2,decreases^expression
Acetaminophen,DB00316,761,CA3,decreases^expression
Acetaminophen,DB00316,762,CA4,decreases^expression
Acetaminophen,DB00316,763,CA5A,decreases^expression
Acetaminophen,DB00316,766,CA7,decreases^expression
Acetaminophen,DB00316,767,CA8,decreases^expression
Acetaminophen,DB00316,768,CA9,decreases^expression
Acetaminophen,DB00316,51475,CABP2,affects^expression
Acetaminophen,DB00316,774,CACNA1B,increases^expression
Acetaminophen,DB00316,775,CACNA1C,increases^expression
Acetaminophen,DB00316,776,CACNA1D,affects^cotreatment|increases^expression
Acetaminophen,DB00316,8913,CACNA1G,affects^cotreatment|decreases^expression
Acetaminophen,DB00316,8912,CACNA1H,increases^expression
Acetaminophen,DB00316,8911,CACNA1I,affects^cotreatment|decreases^expression
Acetaminophen,DB00316,781,CACNA2D1,affects^cotreatment|decreases^expression
Acetaminophen,DB00316,9254,CACNA2D2,affects^expression
Acetaminophen,DB00316,55799,CACNA2D3,affects^cotreatment|affects^expression
Acetaminophen,DB00316,782,CACNB1,affects^expression
Acetaminophen,DB00316,783,CACNB2,decreases^expression
Acetaminophen,DB00316,784,CACNB3,affects^cotreatment|increases^expression
Acetaminophen,DB00316,785,CACNB4,decreases^expression
Acetaminophen,DB00316,786,CACNG1,affects^cotreatment|affects^expression
Acetaminophen,DB00316,790,CAD,affects^expression
Acetaminophen,DB00316,796,CALCA,increases^expression
Acetaminophen,DB00316,797,CALCB,decreases^expression
Acetaminophen,DB00316,10203,CALCRL,decreases^expression
Acetaminophen,DB00316,801,CALM1,affects^expression
Acetaminophen,DB00316,811,CALR,affects^expression
Acetaminophen,DB00316,813,CALU,decreases^expression
Acetaminophen,DB00316,57118,CAMK1D,increases^expression
Acetaminophen,DB00316,815,CAMK2A,affects^expression
Acetaminophen,DB00316,816,CAMK2B,affects^expression
Acetaminophen,DB00316,818,CAMK2G,increases^expression
Acetaminophen,DB00316,814,CAMK4,affects^expression
Acetaminophen,DB00316,10645,CAMKK2,affects^expression
Acetaminophen,DB00316,820,CAMP,decreases^expression
Acetaminophen,DB00316,23261,CAMTA1,increases^expression
Acetaminophen,DB00316,124583,CANT1,affects^response to substance
Acetaminophen,DB00316,822,CAPG,affects^expression
Acetaminophen,DB00316,823,CAPN1,decreases^expression
Acetaminophen,DB00316,11132,CAPN10,affects^expression
Acetaminophen,DB00316,824,CAPN2,decreases^expression
